Año,Trimestre,Mes,Día,CategoryName,ProductName,Cliente,VENTAS
1996,Qtr 4,noviembre,22,Confections,Maxilaku,Blondesddsl père et fils,$560
1996,Qtr 4,noviembre,22,Produce,Rössle Sauerkraut,Blondesddsl père et fils,$1092
1996,Qtr 4,noviembre,22,Meat/Poultry,Thüringer Rostbratwurst,Blondesddsl père et fils,$3465
1996,Qtr 4,noviembre,22,Meat/Poultry,Tourtière,Blondesddsl père et fils,$165
1996,Qtr 4,noviembre,25,Produce,Manjimup Dried Apples,Bon app',$848
1996,Qtr 4,noviembre,25,Confections,NuNuCa Nuß-Nougat-Creme,Bon app',$560
1996,Qtr 4,noviembre,25,Meat/Poultry,Tourtière,Bon app',$142
1996,Qtr 4,noviembre,26,Dairy Products,Flotemysost,Eastern Connection,$86
1996,Qtr 4,noviembre,26,Dairy Products,Gorgonzola Telino,Drachenblut Delikatessen,$200
1996,Qtr 4,noviembre,26,Dairy Products,Gudbrandsdalsost,Eastern Connection,$864
1996,Qtr 4,noviembre,26,Beverages,Lakkalikööri,Drachenblut Delikatessen,$173
1996,Qtr 4,noviembre,26,Beverages,Rhönbräu Klosterbier,Drachenblut Delikatessen,$74
1996,Qtr 4,noviembre,27,Dairy Products,Queso Cabrales,Antonio Moreno Taquería,$403
1996,Qtr 4,noviembre,28,Condiments,Louisiana Fiery Hot Pepper Sauce,Galería del gastrónomo,$84
1996,Qtr 4,noviembre,28,Condiments,Louisiana Fiery Hot Pepper Sauce,Vaffeljernet,$252
1996,Qtr 4,noviembre,28,Condiments,Original Frankfurter grüne Soße,Galería del gastrónomo,$52
1996,Qtr 4,noviembre,28,Condiments,Original Frankfurter grüne Soße,Vaffeljernet,$73
1996,Qtr 4,noviembre,28,Beverages,Sasquatch Ale,Vaffeljernet,$403
1996,Qtr 4,noviembre,28,Meat/Poultry,Tourtière,Vaffeljernet,$106
1996,Qtr 4,noviembre,29,Grains/Cereals,Ravioli Angelo,Ernst Handel,$390
1996,Qtr 4,noviembre,29,Produce,Rössle Sauerkraut,Ernst Handel,$426
1996,Qtr 4,noviembre,29,Confections,Sir Rodney's Scones,Ernst Handel,$36
1996,Qtr 4,noviembre,29,Grains/Cereals,Wimmers gute Semmelknödel,Ernst Handel,$838
1996,Qtr 4,diciembre,2,Grains/Cereals,Gnocchi di nonna Alice,Split Rail Beer & Ale,$410
1996,Qtr 4,diciembre,2,Meat/Poultry,Thüringer Rostbratwurst,Split Rail Beer & Ale,$1980
1996,Qtr 4,diciembre,3,Beverages,Chai,Chop-suey Chinese,$184
1996,Qtr 4,diciembre,3,Seafood,Inlagd Sill,La maison d'Asie,$73
1996,Qtr 4,diciembre,3,Produce,Longlife Tofu,Chop-suey Chinese,$136
1996,Qtr 4,diciembre,3,Grains/Cereals,Wimmers gute Semmelknödel,Chop-suey Chinese,$798
1996,Qtr 4,diciembre,4,Dairy Products,Camembert Pierrot,Queen Cozinha,$1428
1996,Qtr 4,diciembre,4,Beverages,Côte de Blaye,Queen Cozinha,$6324
1996,Qtr 4,diciembre,4,Dairy Products,Mozzarella di Giovanni,Queen Cozinha,$876
1996,Qtr 4,diciembre,4,Confections,Sir Rodney's Marmalade,Queen Cozinha,$583
1996,Qtr 4,diciembre,5,Seafood,Escargots de Bourgogne,Hungry Owl All-Night Grocers,$678
1996,Qtr 4,diciembre,5,Seafood,Escargots de Bourgogne,Wolski  Zajazd,$159
1996,Qtr 4,diciembre,5,Dairy Products,Flotemysost,Hungry Owl All-Night Grocers,$688
1996,Qtr 4,diciembre,5,Dairy Products,Gorgonzola Telino,Wolski  Zajazd,$300
1996,Qtr 4,diciembre,6,Produce,Tofu,Hungry Coyote Import Store,$279
1996,Qtr 4,diciembre,6,Meat/Poultry,Tourtière,Hungry Coyote Import Store,$59
1996,Qtr 4,diciembre,9,Beverages,Chartreuse verte,Seven Seas Imports,$245
1996,Qtr 4,diciembre,9,Dairy Products,Gorgonzola Telino,Mère Paillarde,$399
1996,Qtr 4,diciembre,9,Produce,Rössle Sauerkraut,Seven Seas Imports,$619
1996,Qtr 4,diciembre,10,Dairy Products,Flotemysost,Folk och fä HB,$103
1996,Qtr 4,diciembre,11,Seafood,Jack's New England Clam Chowder,Que Delícia,$55
1996,Qtr 4,diciembre,11,Condiments,Louisiana Fiery Hot Pepper Sauce,Que Delícia,$302
1996,Qtr 4,diciembre,11,Condiments,Vegie-spread,Que Delícia,$505
1996,Qtr 4,diciembre,12,Dairy Products,Camembert Pierrot,Hungry Owl All-Night Grocers,$147
1996,Qtr 4,diciembre,12,Produce,Longlife Tofu,LILA-Supermercado,$112
1996,Qtr 4,diciembre,12,Seafood,Nord-Ost Matjeshering,Hungry Owl All-Night Grocers,$335
1996,Qtr 4,diciembre,12,Beverages,Outback Lager,Hungry Owl All-Night Grocers,$360
1996,Qtr 4,diciembre,12,Meat/Poultry,Perth Pasties,Hungry Owl All-Night Grocers,$472
1996,Qtr 4,diciembre,13,Seafood,Carnarvon Tigers,Ernst Handel,$450
1996,Qtr 4,diciembre,13,Condiments,Chef Anton's Gumbo Mix,Ernst Handel,$544
1996,Qtr 4,diciembre,13,Dairy Products,Geitost,Ernst Handel,$120
1996,Qtr 4,diciembre,13,Produce,Longlife Tofu,Ernst Handel,$400
1996,Qtr 4,diciembre,13,Meat/Poultry,Thüringer Rostbratwurst,Ernst Handel,$1386
1996,Qtr 4,diciembre,16,Dairy Products,Camembert Pierrot,Berglunds snabbköp,$408
1996,Qtr 4,diciembre,16,Grains/Cereals,Gnocchi di nonna Alice,Around the Horn,$608
1996,Qtr 4,diciembre,16,Seafood,Konbu,Around the Horn,$96
1996,Qtr 4,diciembre,16,Confections,Sir Rodney's Marmalade,Berglunds snabbköp,$1814
1996,Qtr 4,diciembre,16,Confections,Valkoinen suklaa,Around the Horn,$195
1996,Qtr 4,diciembre,17,Dairy Products,Camembert Pierrot,Split Rail Beer & Ale,$435
1996,Qtr 4,diciembre,17,Confections,Scottish Longbreads,Split Rail Beer & Ale,$64
1996,Qtr 4,diciembre,17,Produce,Uncle Bob's Organic Dried Pears,Split Rail Beer & Ale,$192
1996,Qtr 4,diciembre,18,Dairy Products,Flotemysost,Santé Gourmet,$258
1996,Qtr 4,diciembre,18,Beverages,Guaraná Fantástica,Familia Arquibaldo,$54
1996,Qtr 4,diciembre,18,Beverages,Guaraná Fantástica,Santé Gourmet,$54
1996,Qtr 4,diciembre,18,Dairy Products,Raclette Courdavault,Santé Gourmet,$528
1996,Qtr 4,diciembre,18,Produce,Rössle Sauerkraut,Santé Gourmet,$218
1996,Qtr 4,diciembre,18,Beverages,Sasquatch Ale,Familia Arquibaldo,$112
1996,Qtr 4,diciembre,19,Grains/Cereals,Filo Mix,Seven Seas Imports,$90
1996,Qtr 4,diciembre,19,Meat/Poultry,Perth Pasties,Seven Seas Imports,$1048
1996,Qtr 4,diciembre,19,Seafood,Rogede sild,Seven Seas Imports,$91
1996,Qtr 4,diciembre,20,Seafood,Ikura,Bottom-Dollar Markets,$397
1996,Qtr 4,diciembre,20,Beverages,Outback Lager,Bottom-Dollar Markets,$360
1996,Qtr 4,diciembre,20,Meat/Poultry,Pâté chinois,Bottom-Dollar Markets,$288
1996,Qtr 4,diciembre,20,Confections,Tarte au sucre,Bottom-Dollar Markets,$788
1996,Qtr 4,diciembre,23,Dairy Products,Gorgonzola Telino,Ernst Handel,$540
1996,Qtr 4,diciembre,23,Seafood,Konbu,Drachenblut Delikatessen,$86
1996,Qtr 4,diciembre,23,Dairy Products,Mozzarella di Giovanni,Ernst Handel,$600
1996,Qtr 4,diciembre,23,Seafood,Spegesild,Ernst Handel,$432
1996,Qtr 4,diciembre,23,Beverages,Steeleye Stout,Ernst Handel,$518
1996,Qtr 4,diciembre,24,Dairy Products,Gudbrandsdalsost,Piccolo und mehr,$1440
1996,Qtr 4,diciembre,25,Beverages,Chang,Save-a-lot Markets,$285
1996,Qtr 4,diciembre,25,Dairy Products,Gorgonzola Telino,Save-a-lot Markets,$320
1996,Qtr 4,diciembre,25,Confections,Gumbär Gummibärchen,Save-a-lot Markets,$1307
1996,Qtr 4,diciembre,25,Seafood,Konbu,Hungry Coyote Import Store,$48
1996,Qtr 4,diciembre,25,Confections,NuNuCa Nuß-Nougat-Creme,Save-a-lot Markets,$59
1996,Qtr 4,diciembre,25,Confections,Tarte au sucre,Hungry Coyote Import Store,$394
1996,Qtr 4,diciembre,25,Produce,Tofu,Save-a-lot Markets,$586
1996,Qtr 4,diciembre,26,Dairy Products,Gudbrandsdalsost,HILARION-Abastos,$230
1996,Qtr 4,diciembre,26,Meat/Poultry,Perth Pasties,HILARION-Abastos,$1651
1996,Qtr 4,diciembre,26,Seafood,Spegesild,HILARION-Abastos,$242
1996,Qtr 4,diciembre,27,Dairy Products,Flotemysost,Frankenversand,$1032
1996,Qtr 4,diciembre,27,Produce,Manjimup Dried Apples,Princesa Isabel Vinhos,$649
1996,Qtr 4,diciembre,27,Dairy Products,Mozzarella di Giovanni,Frankenversand,$584
1996,Qtr 4,diciembre,27,Confections,Sir Rodney's Scones,Princesa Isabel Vinhos,$68
1996,Qtr 4,diciembre,27,Grains/Cereals,Tunnbröd,Frankenversand,$288
1996,Qtr 4,diciembre,30,Meat/Poultry,Pâté chinois,Save-a-lot Markets,$2074
1996,Qtr 4,diciembre,30,Beverages,Steeleye Stout,Save-a-lot Markets,$432
1996,Qtr 4,diciembre,31,Dairy Products,Flotemysost,Vaffeljernet,$516
1996,Qtr 4,diciembre,31,Beverages,Lakkalikööri,Vaffeljernet,$504
1996,Qtr 4,diciembre,31,Condiments,Original Frankfurter grüne Soße,Vaffeljernet,$146
1996,Qtr 4,diciembre,31,Confections,Scottish Longbreads,Vaffeljernet,$600
1997,Qtr 1,enero,1,Dairy Products,Flotemysost,Rattlesnake Canyon Grocery,$1032
1997,Qtr 1,enero,1,Grains/Cereals,Gnocchi di nonna Alice,Rattlesnake Canyon Grocery,$2128
1997,Qtr 1,enero,1,Condiments,Louisiana Fiery Hot Pepper Sauce,Rattlesnake Canyon Grocery,$336
1997,Qtr 1,enero,1,Confections,Maxilaku,Eastern Connection,$480
1997,Qtr 1,enero,1,Seafood,Nord-Ost Matjeshering,Rattlesnake Canyon Grocery,$373
1997,Qtr 1,enero,1,Beverages,Steeleye Stout,Eastern Connection,$504
1997,Qtr 1,enero,1,Meat/Poultry,Thüringer Rostbratwurst,Eastern Connection,$2079
1997,Qtr 1,enero,2,Grains/Cereals,Tunnbröd,Ernst Handel,$432
1997,Qtr 1,enero,2,Condiments,Vegie-spread,Ernst Handel,$2282
1997,Qtr 1,enero,3,Confections,Chocolade,Ernst Handel,$607
1997,Qtr 1,enero,3,Confections,Gumbär Gummibärchen,Magazzini Alimentari Riuniti,$710
1997,Qtr 1,enero,3,Confections,Maxilaku,Magazzini Alimentari Riuniti,$456
1997,Qtr 1,enero,3,Confections,Pavlova,Ernst Handel,$248
1997,Qtr 1,enero,3,Grains/Cereals,Singaporean Hokkien Fried Mee,Magazzini Alimentari Riuniti,$426
1997,Qtr 1,enero,6,Condiments,Aniseed Syrup,LINO-Delicateses,$400
1997,Qtr 1,enero,7,Seafood,Boston Crab Meat,Queen Cozinha,$26
1997,Qtr 1,enero,7,Beverages,Chai,Queen Cozinha,$144
1997,Qtr 1,enero,7,Dairy Products,Flotemysost,Ottilies Käseladen,$258
1997,Qtr 1,enero,7,Dairy Products,Gudbrandsdalsost,Ottilies Käseladen,$432
1997,Qtr 1,enero,7,Seafood,Inlagd Sill,Queen Cozinha,$68
1997,Qtr 1,enero,7,Dairy Products,Queso Cabrales,Ottilies Käseladen,$504
1997,Qtr 1,enero,7,Produce,Rössle Sauerkraut,Queen Cozinha,$1376
1997,Qtr 1,enero,7,Confections,Sir Rodney's Scones,Queen Cozinha,$216
1997,Qtr 1,enero,8,Seafood,Gravad lax,Folies gourmandes,$208
1997,Qtr 1,enero,8,Confections,Tarte au sucre,Folies gourmandes,$1379
1997,Qtr 1,enero,8,Meat/Poultry,Tourtière,Folies gourmandes,$35
1997,Qtr 1,enero,9,Confections,Sir Rodney's Scones,Océano Atlántico Ltda.,$96
1997,Qtr 1,enero,9,Produce,Tofu,Océano Atlántico Ltda.,$223
1997,Qtr 1,enero,10,Dairy Products,Geitost,Bottom-Dollar Markets,$98
1997,Qtr 1,enero,10,Condiments,Gula Malacca,Bottom-Dollar Markets,$496
1997,Qtr 1,enero,10,Seafood,Jack's New England Clam Chowder,Bottom-Dollar Markets,$154
1997,Qtr 1,enero,10,Dairy Products,Raclette Courdavault,Bottom-Dollar Markets,$1021
1997,Qtr 1,enero,13,Produce,Tofu,Wartian Herkku,$335
1997,Qtr 1,enero,14,Beverages,Chai,La maison d'Asie,$346
1997,Qtr 1,enero,14,Dairy Products,Geitost,Familia Arquibaldo,$100
1997,Qtr 1,enero,14,Beverages,Lakkalikööri,La maison d'Asie,$202
1997,Qtr 1,enero,14,Confections,Tarte au sucre,La maison d'Asie,$1576
1997,Qtr 1,enero,14,Confections,Teatime Chocolate Biscuits,Familia Arquibaldo,$125
1997,Qtr 1,enero,15,Meat/Poultry,Alice Mutton,Hungry Coyote Import Store,$62
1997,Qtr 1,enero,15,Dairy Products,Geitost,Hungry Coyote Import Store,$40
1997,Qtr 1,enero,16,Beverages,Côte de Blaye,Simons bistro,$10540
1997,Qtr 1,enero,16,Condiments,Original Frankfurter grüne Soße,Simons bistro,$364
1997,Qtr 1,enero,16,Meat/Poultry,Perth Pasties,Wartian Herkku,$262
1997,Qtr 1,enero,16,Grains/Cereals,Ravioli Angelo,Wartian Herkku,$312
1997,Qtr 1,enero,16,Confections,Scottish Longbreads,Simons bistro,$270
1997,Qtr 1,enero,16,Seafood,Spegesild,Simons bistro,$14
1997,Qtr 1,enero,16,Confections,Teatime Chocolate Biscuits,Wartian Herkku,$146
1997,Qtr 1,enero,17,Beverages,Chang,QUICK-Stop,$912
1997,Qtr 1,enero,17,Produce,Longlife Tofu,QUICK-Stop,$120
1997,Qtr 1,enero,17,Condiments,Sirop d'érable,QUICK-Stop,$365
1997,Qtr 1,enero,17,Confections,Zaanse koeken,QUICK-Stop,$418
1997,Qtr 1,enero,20,Dairy Products,Camembert Pierrot,Richter Supermarkt,$1550
1997,Qtr 1,enero,20,Dairy Products,Gudbrandsdalsost,Richter Supermarkt,$547
1997,Qtr 1,enero,21,Confections,Gumbär Gummibärchen,Que Delícia,$747
1997,Qtr 1,enero,21,Seafood,Konbu,Wellington Importadora,$9
1997,Qtr 1,enero,21,Meat/Poultry,Mishi Kobe Niku,Wellington Importadora,$1397
1997,Qtr 1,enero,21,Condiments,Original Frankfurter grüne Soße,Que Delícia,$88
1997,Qtr 1,enero,21,Beverages,Outback Lager,Wellington Importadora,$86
1997,Qtr 1,enero,21,Meat/Poultry,Perth Pasties,Que Delícia,$334
1997,Qtr 1,enero,21,Seafood,Röd Kaviar,Wellington Importadora,$216
1997,Qtr 1,enero,21,Confections,Teatime Chocolate Biscuits,Que Delícia,$25
1997,Qtr 1,enero,22,Confections,Gumbär Gummibärchen,Franchi S.p.A.,$50
1997,Qtr 1,enero,23,Beverages,Côte de Blaye,Mère Paillarde,$8263
1997,Qtr 1,enero,23,Dairy Products,Gorgonzola Telino,Gourmet Lanchonetes,$140
1997,Qtr 1,enero,23,Dairy Products,Raclette Courdavault,Gourmet Lanchonetes,$880
1997,Qtr 1,enero,23,Confections,Scottish Longbreads,Mère Paillarde,$240
1997,Qtr 1,enero,23,Beverages,Steeleye Stout,Mère Paillarde,$691
1997,Qtr 1,enero,24,Beverages,Lakkalikööri,La maison d'Asie,$216
1997,Qtr 1,enero,24,Meat/Poultry,Pâté chinois,La maison d'Asie,$144
1997,Qtr 1,enero,27,Grains/Cereals,Gnocchi di nonna Alice,Galería del gastrónomo,$152
1997,Qtr 1,enero,27,Produce,Tofu,Piccolo und mehr,$651
1997,Qtr 1,enero,27,Grains/Cereals,Wimmers gute Semmelknödel,Galería del gastrónomo,$186
1997,Qtr 1,enero,28,Seafood,Spegesild,Reggiani Caseifici,$192
1997,Qtr 1,enero,29,Confections,Valkoinen suklaa,Hungry Owl All-Night Grocers,$520
1997,Qtr 1,enero,29,Condiments,Vegie-spread,Hungry Owl All-Night Grocers,$921
1997,Qtr 1,enero,30,Meat/Poultry,Alice Mutton,Bottom-Dollar Markets,$1170
1997,Qtr 1,enero,30,Meat/Poultry,Alice Mutton,Ernst Handel,$1123
1997,Qtr 1,enero,30,Seafood,Boston Crab Meat,Bottom-Dollar Markets,$551
1997,Qtr 1,enero,30,Grains/Cereals,Gnocchi di nonna Alice,Ernst Handel,$912
1997,Qtr 1,enero,30,Dairy Products,Raclette Courdavault,Ernst Handel,$2464
1997,Qtr 1,enero,30,Confections,Sir Rodney's Scones,Ernst Handel,$400
1997,Qtr 1,enero,30,Confections,Zaanse koeken,Bottom-Dollar Markets,$171
1997,Qtr 1,enero,31,Confections,Gumbär Gummibärchen,Split Rail Beer & Ale,$249
1997,Qtr 1,enero,31,Meat/Poultry,Tourtière,Split Rail Beer & Ale,$236
1997,Qtr 1,febrero,3,Grains/Cereals,Gnocchi di nonna Alice,Princesa Isabel Vinhos,$851
1997,Qtr 1,febrero,3,Beverages,Lakkalikööri,Folk och fä HB,$220
1997,Qtr 1,febrero,3,Dairy Products,Queso Cabrales,Folk och fä HB,$101
1997,Qtr 1,febrero,4,Beverages,Chang,Consolidated Holdings,$152
1997,Qtr 1,febrero,4,Grains/Cereals,Gustaf's Knäckebröd,Consolidated Holdings,$202
1997,Qtr 1,febrero,4,Dairy Products,Mozzarella di Giovanni,Consolidated Holdings,$278
1997,Qtr 1,febrero,5,Grains/Cereals,Gnocchi di nonna Alice,Blondesddsl père et fils,$1094
1997,Qtr 1,febrero,5,Meat/Poultry,Perth Pasties,Wartian Herkku,$393
1997,Qtr 1,febrero,5,Beverages,Rhönbräu Klosterbier,Blondesddsl père et fils,$134
1997,Qtr 1,febrero,5,Seafood,Spegesild,Blondesddsl père et fils,$48
1997,Qtr 1,febrero,5,Grains/Cereals,Wimmers gute Semmelknödel,Blondesddsl père et fils,$718
1997,Qtr 1,febrero,6,Grains/Cereals,Ravioli Angelo,Toms Spezialitäten,$187
1997,Qtr 1,febrero,6,Beverages,Sasquatch Ale,Toms Spezialitäten,$179
1997,Qtr 1,febrero,6,Confections,Teatime Chocolate Biscuits,Toms Spezialitäten,$88
1997,Qtr 1,febrero,7,Produce,Longlife Tofu,Mère Paillarde,$240
1997,Qtr 1,febrero,7,Confections,Pavlova,Mère Paillarde,$222
1997,Qtr 1,febrero,7,Dairy Products,Queso Manchego La Pastora,Mère Paillarde,$456
1997,Qtr 1,febrero,7,Grains/Cereals,Wimmers gute Semmelknödel,Mère Paillarde,$160
1997,Qtr 1,febrero,10,Beverages,Chang,Save-a-lot Markets,$581
1997,Qtr 1,febrero,10,Confections,Pavlova,Save-a-lot Markets,$579
1997,Qtr 1,febrero,10,Confections,Schoggi Schokolade,Old World Delicatessen,$1755
1997,Qtr 1,febrero,10,Condiments,Sirop d'érable,Save-a-lot Markets,$1744
1997,Qtr 1,febrero,10,Meat/Poultry,Thüringer Rostbratwurst,Save-a-lot Markets,$2020
1997,Qtr 1,febrero,11,Condiments,Louisiana Hot Spiced Okra,Ernst Handel,$816
1997,Qtr 1,febrero,11,Dairy Products,Queso Cabrales,Ernst Handel,$504
1997,Qtr 1,febrero,11,Meat/Poultry,Tourtière,Ernst Handel,$472
1997,Qtr 1,febrero,12,Meat/Poultry,Alice Mutton,Berglunds snabbköp,$312
1997,Qtr 1,febrero,12,Confections,Gumbär Gummibärchen,Berglunds snabbköp,$374
1997,Qtr 1,febrero,12,Seafood,Jack's New England Clam Chowder,Berglunds snabbköp,$231
1997,Qtr 1,febrero,12,Dairy Products,Queso Cabrales,Reggiani Caseifici,$81
1997,Qtr 1,febrero,12,Produce,Rössle Sauerkraut,Reggiani Caseifici,$437
1997,Qtr 1,febrero,12,Beverages,Steeleye Stout,Berglunds snabbköp,$115
1997,Qtr 1,febrero,13,Beverages,Chartreuse verte,Berglunds snabbköp,$86
1997,Qtr 1,febrero,13,Meat/Poultry,Tourtière,Berglunds snabbköp,$89
1997,Qtr 1,febrero,14,Grains/Cereals,Filo Mix,Toms Spezialitäten,$76
1997,Qtr 1,febrero,14,Dairy Products,Flotemysost,Ricardo Adocicados,$34
1997,Qtr 1,febrero,14,Dairy Products,Gorgonzola Telino,Toms Spezialitäten,$27
1997,Qtr 1,febrero,14,Beverages,Guaraná Fantástica,Toms Spezialitäten,$65
1997,Qtr 1,febrero,14,Condiments,Louisiana Fiery Hot Pepper Sauce,Ricardo Adocicados,$588
1997,Qtr 1,febrero,14,Confections,Teatime Chocolate Biscuits,Ricardo Adocicados,$292
1997,Qtr 1,febrero,14,Confections,Teatime Chocolate Biscuits,Toms Spezialitäten,$79
1997,Qtr 1,febrero,17,Seafood,Boston Crab Meat,Rancho grande,$294
1997,Qtr 1,febrero,17,Confections,Gumbär Gummibärchen,Rancho grande,$149
1997,Qtr 1,febrero,18,Grains/Cereals,Filo Mix,Blondesddsl père et fils,$112
1997,Qtr 1,febrero,18,Seafood,Ikura,Blondesddsl père et fils,$347
1997,Qtr 1,febrero,18,Confections,Tarte au sucre,Blondesddsl père et fils,$1379
1997,Qtr 1,febrero,19,Seafood,Ikura,Victuailles en stock,$397
1997,Qtr 1,febrero,19,Condiments,Louisiana Fiery Hot Pepper Sauce,QUICK-Stop,$423
1997,Qtr 1,febrero,19,Condiments,Original Frankfurter grüne Soße,QUICK-Stop,$515
1997,Qtr 1,febrero,19,Meat/Poultry,Pâté chinois,QUICK-Stop,$2074
1997,Qtr 1,febrero,19,Meat/Poultry,Tourtière,Victuailles en stock,$28
1997,Qtr 1,febrero,19,Grains/Cereals,Wimmers gute Semmelknödel,QUICK-Stop,$838
1997,Qtr 1,febrero,20,Condiments,Gula Malacca,Save-a-lot Markets,$1473
1997,Qtr 1,febrero,20,Produce,Rössle Sauerkraut,Save-a-lot Markets,$546
1997,Qtr 1,febrero,21,Confections,Chocolade,Around the Horn,$138
1997,Qtr 1,febrero,21,Dairy Products,Geitost,La maison d'Asie,$32
1997,Qtr 1,febrero,21,Beverages,Outback Lager,Around the Horn,$270
1997,Qtr 1,febrero,21,Confections,Pavlova,La maison d'Asie,$222
1997,Qtr 1,febrero,21,Seafood,Spegesild,La maison d'Asie,$77
1997,Qtr 1,febrero,24,Beverages,Chartreuse verte,Wartian Herkku,$288
1997,Qtr 1,febrero,24,Dairy Products,Flotemysost,Wartian Herkku,$516
1997,Qtr 1,febrero,24,Meat/Poultry,Perth Pasties,Wartian Herkku,$1310
1997,Qtr 1,febrero,24,Condiments,Sirop d'érable,Wartian Herkku,$570
1997,Qtr 1,febrero,25,Confections,Maxilaku,Königlich Essen,$286
1997,Qtr 1,febrero,25,Dairy Products,Raclette Courdavault,Königlich Essen,$1584
1997,Qtr 1,febrero,25,Confections,Sir Rodney's Scones,Königlich Essen,$272
1997,Qtr 1,febrero,26,Dairy Products,Flotemysost,Suprêmes délices,$860
1997,Qtr 1,febrero,26,Grains/Cereals,Gnocchi di nonna Alice,Suprêmes délices,$456
1997,Qtr 1,febrero,26,Confections,Gumbär Gummibärchen,Suprêmes délices,$747
1997,Qtr 1,febrero,26,Beverages,Ipoh Coffee,Suprêmes délices,$736
1997,Qtr 1,febrero,26,Produce,Rössle Sauerkraut,Suprêmes délices,$1092
1997,Qtr 1,febrero,27,Dairy Products,Mozzarella di Giovanni,Victuailles en stock,$1112
1997,Qtr 1,febrero,27,Seafood,Spegesild,Victuailles en stock,$182
1997,Qtr 1,febrero,27,Produce,Uncle Bob's Organic Dried Pears,Victuailles en stock,$365
1997,Qtr 1,febrero,28,Seafood,Nord-Ost Matjeshering,LILA-Supermercado,$435
1997,Qtr 1,febrero,28,Meat/Poultry,Pâté chinois,LILA-Supermercado,$864
1997,Qtr 1,febrero,28,Beverages,Rhönbräu Klosterbier,Folk och fä HB,$19
1997,Qtr 1,febrero,28,Confections,Scottish Longbreads,Folk och fä HB,$158
1997,Qtr 1,febrero,28,Confections,Sir Rodney's Scones,LILA-Supermercado,$240
1997,Qtr 1,marzo,3,Seafood,Konbu,Consolidated Holdings,$5
1997,Qtr 1,marzo,3,Grains/Cereals,Tunnbröd,Consolidated Holdings,$151
1997,Qtr 1,marzo,4,Dairy Products,Camembert Pierrot,Furia Bacalhau e Frutos do Mar,$544
1997,Qtr 1,marzo,4,Condiments,Chef Anton's Cajun Seasoning,Furia Bacalhau e Frutos do Mar,$225
1997,Qtr 1,marzo,4,Grains/Cereals,Gnocchi di nonna Alice,Furia Bacalhau e Frutos do Mar,$730
1997,Qtr 1,marzo,4,Beverages,Ipoh Coffee,Furia Bacalhau e Frutos do Mar,$110
1997,Qtr 1,marzo,4,Grains/Cereals,Singaporean Hokkien Fried Mee,Suprêmes délices,$560
1997,Qtr 1,marzo,4,Confections,Teatime Chocolate Biscuits,Suprêmes délices,$153
1997,Qtr 1,marzo,5,Seafood,Boston Crab Meat,Vaffeljernet,$294
1997,Qtr 1,marzo,5,Beverages,Guaraná Fantástica,Vaffeljernet,$90
1997,Qtr 1,marzo,5,Seafood,Rogede sild,Vaffeljernet,$205
1997,Qtr 1,marzo,5,Meat/Poultry,Thüringer Rostbratwurst,Vaffeljernet,$1604
1997,Qtr 1,marzo,5,Confections,Valkoinen suklaa,Vaffeljernet,$325
1997,Qtr 1,marzo,6,Beverages,Guaraná Fantástica,Magazzini Alimentari Riuniti,$101
1997,Qtr 1,marzo,6,Confections,NuNuCa Nuß-Nougat-Creme,Magazzini Alimentari Riuniti,$134
1997,Qtr 1,marzo,6,Dairy Products,Queso Cabrales,Comércio Mineiro,$168
1997,Qtr 1,marzo,6,Seafood,Spegesild,Comércio Mineiro,$48
1997,Qtr 1,marzo,7,Beverages,Ipoh Coffee,Königlich Essen,$552
1997,Qtr 1,marzo,7,Seafood,Nord-Ost Matjeshering,Königlich Essen,$166
1997,Qtr 1,marzo,10,Beverages,Chang,White Clover Markets,$517
1997,Qtr 1,marzo,10,Condiments,Gula Malacca,White Clover Markets,$26
1997,Qtr 1,marzo,10,Confections,Pavlova,White Clover Markets,$414
1997,Qtr 1,marzo,11,Seafood,Carnarvon Tigers,Bon app',$1500
1997,Qtr 1,marzo,11,Grains/Cereals,Gnocchi di nonna Alice,B's Beverages,$608
1997,Qtr 1,marzo,11,Grains/Cereals,Tunnbröd,Bon app',$108
1997,Qtr 1,marzo,11,Produce,Uncle Bob's Organic Dried Pears,B's Beverages,$720
1997,Qtr 1,marzo,11,Grains/Cereals,Wimmers gute Semmelknödel,Bon app',$213
1997,Qtr 1,marzo,12,Beverages,Guaraná Fantástica,Seven Seas Imports,$274
1997,Qtr 1,marzo,12,Produce,Manjimup Dried Apples,Seven Seas Imports,$763
1997,Qtr 1,marzo,13,Seafood,Boston Crab Meat,Pericles Comidas clásicas,$309
1997,Qtr 1,marzo,13,Dairy Products,Flotemysost,Island Trading,$206
1997,Qtr 1,marzo,13,Dairy Products,Geitost,Island Trading,$24
1997,Qtr 1,marzo,13,Beverages,Rhönbräu Klosterbier,Pericles Comidas clásicas,$62
1997,Qtr 1,marzo,13,Produce,Rössle Sauerkraut,Pericles Comidas clásicas,$655
1997,Qtr 1,marzo,13,Produce,Tofu,Pericles Comidas clásicas,$223
1997,Qtr 1,marzo,14,Dairy Products,Gorgonzola Telino,Suprêmes délices,$298
1997,Qtr 1,marzo,14,Beverages,Lakkalikööri,Suprêmes délices,$514
1997,Qtr 1,marzo,14,Condiments,Louisiana Hot Spiced Okra,Suprêmes délices,$694
1997,Qtr 1,marzo,17,Beverages,Chai,Princesa Isabel Vinhos,$216
